"","PUBID_1997","KEY_SEX_1997","KEY_BDATE_M_1997","KEY_BDATE_Y_1997","CV_SAMPLE_TYPE_1997","KEY_RACE_ETHNICITY_1997","YINC-1400","YINC-1700","P2-001","P2-037","CV_CITIZENSHIP","MAR_STATUS.01_XRND","MAR_STATUS.02_XRND","MAR_STATUS.03_XRND","MAR_STATUS.04_XRND","MAR_STATUS.05_XRND","MAR_STATUS.06_XRND","MAR_STATUS.07_XRND","MAR_STATUS.08_XRND","MAR_STATUS.09_XRND","MAR_STATUS.10_XRND","MAR_STATUS.11_XRND","MAR_STATUS.12_XRND","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","CV_HH_UNDER_6","CV_ENROLLSTAT","YEAR","CV_HGC_EVER_EDT","CV_ENROLLSTAT_EDT","YCCA-6800","YCCA-1100.01","YCCA-1100.02","YCCA-1100.03","YCCA-1100.04","YCCA-6900","YCCA-7000","YCCA-1000.01","YCCA-1000.02","YCCA-1000.03","YCCA-1000.04","YCCA-1000.05","YCCA-1100.05","YCCA-6150.01","YCCA-6150.02","YCCA-6150.03","YCCA-6150.04","YCCA-6150.05","YHHI-55701","YHHI-55704","YCCA-450","YCCA-1100A~000001","YCCA-1100A~000002","YCCA-1100A~000003","YCCA-1100A~000004","YCCA-1100A~000005","YCCA-1100A~000006","YCCA-1100A~000007","YCCA-1100A~000008","YCCA-1100A~000009","YHHI-55705A","YCCAL-6800","YCCAL-6900","YCCAL-7300","YCCAL-7400","YCCAL-1100A.01~000001","YCCAL-1100A.01~000002","YCCAL-1100A.01~000003","YCCAL-1100A.01~000004","YCCAL-1100A.01~000005","YCCAL-1100A.01~000006","YCCAL-1100A.01~000007","YCCAL-1100A.01~000008","YCCAL-1100A.01~000009","YCCAL-1100A.02~000001","YCCAL-1100A.02~000002","YCCAL-1100A.02~000003","YCCAL-1100A.02~000004","YCCAL-1100A.02~000005","YCCAL-1100A.02~000006","YCCAL-1100A.02~000007","YCCAL-1100A.02~000008","YCCAL-1100A.02~000009","YCCAL-1100A.03~000001","YCCAL-1100A.03~000002","YCCAL-1100A.03~000003","YCCAL-1100A.03~000004","YCCAL-1100A.03~000005","YCCAL-1100A.03~000006","YCCAL-1100A.03~000007","YCCAL-1100A.03~000008","YCCAL-1100A.03~000009","YCCAL-450","YCCAL-4500.01.06","YCCAL-4500.02.06","YCCAL-4500.03.06","YCCAL-7000","YCCAL-7100","YCCAL-9000","YCCAL-9100","YCCAL-9200","YCCAL-9300","YCCAL-1100A.04~000001","YCCAL-1100A.04~000002","YCCAL-1100A.04~000003","YCCAL-1100A.04~000004","YCCAL-1100A.04~000005","YCCAL-1100A.04~000006","YCCAL-1100A.04~000007","YCCAL-1100A.04~000008","YCCAL-1100A.04~000009","YCCAL-1100A.05~000001","YCCAL-1100A.05~000002","YCCAL-1100A.05~000003","YCCAL-1100A.05~000004","YCCAL-1100A.05~000005","YCCAL-1100A.05~000006","YCCAL-1100A.05~000007","YCCAL-1100A.05~000008","YCCAL-1100A.05~000009","YCCAL-4500.01.05","YCCAL-4500.02.05","YCCAL-4500.03.05","YCCAL-1100A~000001","YCCAL-1100A~000002","YCCAL-1100A~000003","YCCAL-1100A~000004","YCCAL-1100A~000005","YCCAL-1100A~000006","YCCAL-1100A~000007","YCCAL-1100A~000008","YCCAL-1100A~000009","INCOME","N_CHILDREN","WORK_EDU_HRS","SPOUSAL_CHILDCARE","RELATIVE_CARE","SIBLING_CARE","SELF_CARE","NON_RELATIVE_CARE","FAMILY_DAY_CARE","CHILDCARE_CENTER","FORMAL_SCHOOL","AFTER_SCHOOL_CARE","FAMILY_CARE","FORMAL_CHILDCARE","CHILDCARE_TYPE","MARRIED_OR_COHABITATING","FULL_TIME","PART_TIME","ANY_CHILDREN","BA_ABOVE","RELATIVE_CARE_CAT","Relative_within_15_minutes","INCOME_LOG"
"2175",2848,2,11,1980,1,4,1,48000,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,6,2010,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,1,45,1,0,0,0,0,0,0,0,0,0,0,"Self/Spouse",1,1,1,1,1,"No",NA,10.77895628989
"2176",2848,2,11,1980,1,4,1,45000,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,6,2011,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,0,0,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,1,40,0,0,0,0,0,0,1,0,0,0,1,"Formal",1,1,1,1,1,"No",NA,10.7144177687525
"2177",2848,2,11,1980,1,4,1,65000,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,6,2015,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65000,1,40,0,0,0,0,0,0,1,1,0,0,1,"Formal",1,1,1,1,1,"No",NA,11.0821425488778
"2178",2855,2,8,1980,1,4,1,29000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,9,2005,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29000,2,13,1,0,0,0,0,0,0,0,0,0,0,"Self/Spouse",1,0,0,1,0,"No",NA,10.2750511089686
"2179",2855,2,8,1980,1,4,1,19000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,9,2006,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19000,2,50,1,1,0,0,0,0,0,0,0,1,0,"Informal",1,1,1,1,0,"Yes",NA,9.85219425814858
"2180",2855,2,8,1980,1,4,1,19000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,9,2007,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19000,2,57,0,1,0,0,0,0,0,0,0,1,0,"Informal",1,1,1,1,0,"Yes",NA,9.85219425814858
"2181",2855,2,8,1980,1,4,1,28000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,9,2008,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000,2,50,0,1,0,0,0,0,1,0,0,1,1,"Both",1,1,1,1,0,"Yes",NA,10.2399597891573
"2182",2855,2,8,1980,1,4,1,26000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,11,2009,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,2,60,1,1,0,0,0,0,0,1,0,1,1,"Both",1,1,1,1,1,"Yes",NA,10.1658518170036
"2183",2855,2,8,1980,1,4,1,32000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,6,2010,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32000,2,40,1,1,0,0,0,0,0,1,0,1,1,"Both",1,1,1,1,1,"Yes",NA,10.3734911817819
"2184",2855,2,8,1980,1,4,1,50000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,6,2013,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,1,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,3,48,1,1,0,0,0,0,0,0,0,1,0,"Informal",1,1,1,1,1,"Yes",NA,10.8197782844103
"2185",2855,2,8,1980,1,4,1,44000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,6,2015,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,1,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44000,3,40,0,1,0,0,0,0,0,0,0,1,0,"Informal",1,1,1,1,1,"Yes",NA,10.6919449129004
"2186",2855,2,8,1980,1,4,1,45000,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,6,2017,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,1,1,1,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,3,40,0,1,1,1,0,0,0,1,0,1,1,"Both",0,1,1,1,1,"Yes",NA,10.7144177687525
"2187",2865,2,11,1984,1,4,1,15000,NA,NA,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,3,2005,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,1,25,0,0,0,0,0,0,0,0,0,0,0,"Self/Spouse",1,0,1,1,0,"No"," - Yes",9.61580548008435
"2188",2865,2,11,1984,1,4,1,1700,NA,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,1,0,1,3,2006,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,1,26,0,0,0,0,0,0,1,0,0,0,1,"Formal",1,0,1,1,0,"No",NA,7.43838353004431
"2189",2865,2,11,1984,1,4,1,15000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,3,2008,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,8,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,15000,1,36,0,1,0,0,0,0,0,0,0,1,0,"Informal",1,1,1,1,0,"Yes"," - Yes",9.61580548008435
"2190",2865,2,11,1984,1,4,1,35000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,3,2009,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,1,31,0,0,0,0,0,0,1,0,0,0,1,"Formal",1,0,1,1,0,"No",NA,10.4631033404715
"2191",2877,2,1,1983,1,4,1,32000,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,6,2007,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32000,1,0,0,0,0,0,0,0,0,0,0,0,0,"Self/Spouse",1,0,0,1,1,"No",NA,10.3734911817819
"2192",2877,2,1,1983,1,4,1,60000,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,3,0,2,6,2013,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,3,37,1,0,0,0,0,0,0,0,0,0,0,"Self/Spouse",1,1,1,1,1,"No",NA,11.0020998412042
"2193",2877,2,1,1983,1,4,1,62000,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,6,2015,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,1,0,0,1,NA,0,1,0,62000,3,36,0,1,0,0,1,0,0,1,0,1,1,"Both",1,1,1,1,1,"Yes",NA,11.0348896640272
"2194",2887,2,12,1982,1,1,1,31000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,4,2007,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31000,1,50,0,1,0,0,0,0,0,0,0,1,0,"Informal",1,1,1,1,1,"Yes",NA,10.3417424834673
"2195",2887,2,12,1982,1,1,1,35000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,4,2008,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,1,40,0,1,0,0,0,0,0,0,0,1,0,"Informal",1,1,1,1,1,"Yes",NA,10.4631033404715
"2196",2887,2,12,1982,1,1,1,36500,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,4,2009,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36500,1,50,0,1,0,0,0,0,0,0,0,1,0,"Informal",1,1,1,1,1,"Yes",NA,10.5050675395706
"2197",2887,2,12,1982,1,1,1,35000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,11,2010,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,2,40,0,1,0,0,0,0,0,0,0,1,0,"Informal",1,1,1,1,1,"Yes",NA,10.4631033404715
"2198",2887,2,12,1982,1,1,1,44000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,11,2013,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,0,0,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44000,2,50,1,0,0,0,1,0,0,0,0,0,0,"Informal",1,1,1,1,1,"No",NA,10.6919449129004
"2199",2889,2,9,1980,1,4,1,38000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,6,2005,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38000,2,29,1,1,0,0,0,0,0,0,0,1,0,"Informal",1,0,1,1,1,"Yes",NA,10.5453414387085
"2200",2889,2,9,1980,1,4,1,20000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,6,2006,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,2,22,0,1,0,0,0,0,0,0,0,1,0,"Informal",1,0,1,1,1,"Yes",NA,9.90348755253613
"2201",2889,2,9,1980,1,4,1,20000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,6,2007,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,2,15,0,1,0,0,0,0,0,0,0,1,0,"Informal",1,0,0,1,1,"Yes",NA,9.90348755253613
"2202",2889,2,9,1980,1,4,1,38000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,6,2008,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38000,3,0,0,0,0,0,0,0,0,0,0,0,0,"Self/Spouse",1,0,0,1,1,"No",NA,10.5453414387085
